year,degree,work,age,job_satisfied,happy,sex,age_range
1983,high school,yes,34,moderately satisfied,pretty happy,male,age 20-39
1983,high school,no,25,very dissatisfied,pretty happy,female,age 20-39
1983,bachelor's,yes,26,moderately satisfied,pretty happy,female,age 20-39
1983,high school,NA,26,moderately satisfied,not too happy,female,age 20-39
1983,high school,NA,33,very satisfied,pretty happy,female,age 20-39
1983,less than high school,yes,77,NA,pretty happy,male,age 60-79
1983,associate/junior college,yes,58,NA,pretty happy,female,age 40-59
1983,high school,yes,34,moderately satisfied,pretty happy,female,age 20-39
1983,associate/junior college,NA,31,moderately satisfied,very happy,male,age 20-39
1983,less than high school,yes,83,NA,not too happy,female,age 80-100
1983,associate/junior college,NA,26,very satisfied,pretty happy,male,age 20-39
1983,high school,NA,36,moderately satisfied,not too happy,male,age 20-39
1983,high school,NA,58,very dissatisfied,NA,male,age 40-59
1983,high school,yes,67,NA,very happy,male,age 60-79
1983,less than high school,yes,77,NA,pretty happy,male,age 60-79
1983,high school,NA,25,a little dissatisfied,very happy,female,age 20-39
1983,high school,NA,28,moderately satisfied,pretty happy,female,age 20-39
1983,high school,NA,65,moderately satisfied,not too happy,female,age 60-79
1983,bachelor's,NA,28,moderately satisfied,pretty happy,male,age 20-39
1983,less than high school,yes,34,moderately satisfied,pretty happy,female,age 20-39
1983,graduate,NA,81,very satisfied,pretty happy,male,age 80-100
1983,high school,NA,34,moderately satisfied,not too happy,female,age 20-39
1983,high school,NA,35,very dissatisfied,not too happy,female,age 20-39
1983,high school,NA,34,very satisfied,pretty happy,male,age 20-39
1983,high school,NA,26,very satisfied,NA,male,age 20-39
1983,bachelor's,NA,37,very satisfied,pretty happy,female,age 20-39
1983,less than high school,NA,58,very satisfied,pretty happy,female,age 40-59
1983,bachelor's,NA,52,very dissatisfied,not too happy,male,age 40-59
1983,bachelor's,NA,27,very satisfied,pretty happy,female,age 20-39
1983,high school,NA,44,moderately satisfied,not too happy,male,age 40-59
1983,high school,yes,81,NA,pretty happy,female,age 80-100
1983,bachelor's,yes,70,very satisfied,very happy,female,age 60-79
1983,high school,yes,57,very satisfied,not too happy,female,age 40-59
1983,bachelor's,yes,78,NA,pretty happy,male,age 60-79
1983,graduate,NA,49,very satisfied,very happy,female,age 40-59
1983,bachelor's,yes,78,NA,very happy,male,age 60-79
1983,high school,NA,31,very satisfied,pretty happy,male,age 20-39
1983,high school,NA,56,very satisfied,pretty happy,male,age 40-59
1983,less than high school,no,51,very satisfied,pretty happy,female,age 40-59
1983,high school,NA,56,moderately satisfied,not too happy,male,age 40-59
1983,associate/junior college,NA,26,very satisfied,very happy,female,age 20-39
1983,high school,NA,48,very satisfied,pretty happy,female,age 40-59
1983,less than high school,NA,48,very satisfied,very happy,female,age 40-59
1983,less than high school,NA,57,very satisfied,pretty happy,male,age 40-59
1983,less than high school,NA,73,very satisfied,not too happy,male,age 60-79
1983,less than high school,yes,61,NA,pretty happy,female,age 60-79
1983,less than high school,yes,66,NA,not too happy,male,age 60-79
1983,less than high school,NA,60,moderately satisfied,not too happy,female,age 60-79
1983,high school,NA,38,very satisfied,pretty happy,female,age 20-39
1983,high school,NA,37,very satisfied,very happy,male,age 20-39
1983,high school,yes,50,very satisfied,very happy,female,age 40-59
1983,high school,NA,30,a little dissatisfied,pretty happy,male,age 20-39
1983,high school,NA,55,moderately satisfied,pretty happy,male,age 40-59
1983,high school,yes,22,moderately satisfied,pretty happy,female,age 20-39
1983,high school,NA,29,a little dissatisfied,pretty happy,male,age 20-39
1983,high school,yes,28,moderately satisfied,very happy,female,age 20-39
1983,less than high school,no,86,a little dissatisfied,not too happy,female,age 80-100
1983,less than high school,yes,68,NA,pretty happy,male,age 60-79
1983,high school,yes,61,NA,pretty happy,male,age 60-79
1983,high school,yes,62,NA,pretty happy,female,age 60-79
1983,high school,yes,40,very satisfied,very happy,female,age 40-59
1983,less than high school,NA,60,very satisfied,pretty happy,female,age 60-79
1983,high school,NA,60,moderately satisfied,pretty happy,female,age 60-79
1983,high school,yes,58,NA,not too happy,female,age 40-59
1983,high school,yes,81,a little dissatisfied,not too happy,female,age 80-100
1983,high school,yes,25,NA,very happy,female,age 20-39
1983,bachelor's,yes,72,very satisfied,very happy,female,age 60-79
1983,less than high school,yes,76,NA,pretty happy,female,age 60-79
1983,high school,yes,58,NA,pretty happy,male,age 40-59
1983,high school,yes,28,very satisfied,very happy,female,age 20-39
1983,less than high school,NA,23,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,47,moderately satisfied,pretty happy,male,age 40-59
1983,high school,NA,25,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,27,moderately satisfied,pretty happy,female,age 20-39
1983,associate/junior college,yes,82,NA,very happy,male,age 80-100
1983,high school,NA,38,very satisfied,very happy,male,age 20-39
1983,associate/junior college,NA,30,very satisfied,very happy,female,age 20-39
1983,high school,yes,26,a little dissatisfied,pretty happy,female,age 20-39
1983,high school,no,37,very satisfied,pretty happy,female,age 20-39
1983,less than high school,yes,64,moderately satisfied,pretty happy,female,age 60-79
1983,high school,yes,65,very satisfied,pretty happy,female,age 60-79
1983,less than high school,yes,56,a little dissatisfied,not too happy,female,age 40-59
1983,high school,NA,27,very satisfied,very happy,female,age 20-39
1983,less than high school,NA,48,moderately satisfied,pretty happy,female,age 40-59
1983,less than high school,NA,22,a little dissatisfied,pretty happy,male,age 20-39
1983,less than high school,yes,52,NA,not too happy,male,age 40-59
1983,high school,NA,31,very satisfied,very happy,female,age 20-39
1983,less than high school,NA,27,very satisfied,pretty happy,male,age 20-39
1983,high school,NA,37,very satisfied,pretty happy,female,age 20-39
1983,bachelor's,NA,25,moderately satisfied,pretty happy,male,age 20-39
1983,bachelor's,NA,25,moderately satisfied,very happy,female,age 20-39
1983,bachelor's,NA,23,moderately satisfied,pretty happy,female,age 20-39
1983,high school,yes,70,NA,very happy,female,age 60-79
1983,high school,yes,70,NA,very happy,male,age 60-79
1983,bachelor's,NA,35,a little dissatisfied,pretty happy,female,age 20-39
1983,high school,NA,60,a little dissatisfied,pretty happy,male,age 60-79
1983,less than high school,NA,46,moderately satisfied,pretty happy,female,age 40-59
1983,high school,NA,27,moderately satisfied,pretty happy,male,age 20-39
1983,bachelor's,NA,37,a little dissatisfied,not too happy,male,age 20-39
1983,high school,NA,26,very dissatisfied,not too happy,male,age 20-39
1983,high school,yes,69,moderately satisfied,pretty happy,female,age 60-79
1983,high school,NA,61,very satisfied,very happy,female,age 60-79
1983,high school,NA,65,very satisfied,very happy,male,age 60-79
1983,high school,NA,46,very satisfied,pretty happy,female,age 40-59
1983,bachelor's,NA,31,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,58,very satisfied,very happy,female,age 40-59
1983,less than high school,NA,45,very satisfied,pretty happy,female,age 40-59
1983,high school,NA,28,moderately satisfied,very happy,female,age 20-39
1983,high school,NA,41,very satisfied,pretty happy,male,age 40-59
1983,less than high school,yes,82,NA,not too happy,female,age 80-100
1983,high school,NA,38,moderately satisfied,pretty happy,male,age 20-39
1983,high school,yes,59,NA,pretty happy,female,age 40-59
1983,high school,yes,28,very satisfied,pretty happy,female,age 20-39
1983,less than high school,NA,56,moderately satisfied,pretty happy,male,age 40-59
1983,high school,NA,26,very dissatisfied,NA,female,age 20-39
1983,bachelor's,NA,48,moderately satisfied,pretty happy,female,age 40-59
1983,bachelor's,NA,23,very dissatisfied,very happy,male,age 20-39
1983,less than high school,NA,33,very satisfied,pretty happy,male,age 20-39
1983,bachelor's,NA,29,very satisfied,pretty happy,female,age 20-39
1983,less than high school,NA,36,moderately satisfied,not too happy,male,age 20-39
1983,high school,NA,59,moderately satisfied,pretty happy,male,age 40-59
1983,high school,NA,40,moderately satisfied,very happy,female,age 40-59
1983,high school,NA,56,very satisfied,very happy,male,age 40-59
1983,bachelor's,yes,30,NA,very happy,female,age 20-39
1983,high school,NA,30,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,25,moderately satisfied,pretty happy,female,age 20-39
1983,high school,NA,28,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,45,moderately satisfied,pretty happy,female,age 40-59
1983,less than high school,yes,69,NA,very happy,female,age 60-79
1983,associate/junior college,NA,32,a little dissatisfied,pretty happy,male,age 20-39
1983,high school,yes,61,NA,not too happy,female,age 60-79
1983,graduate,NA,38,very satisfied,pretty happy,male,age 20-39
1983,high school,NA,49,very satisfied,very happy,female,age 40-59
1983,high school,no,41,moderately satisfied,pretty happy,female,age 40-59
1983,high school,NA,24,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,50,a little dissatisfied,pretty happy,male,age 40-59
1983,high school,NA,46,very satisfied,pretty happy,female,age 40-59
1983,less than high school,no,21,very satisfied,not too happy,female,age 20-39
1983,high school,yes,70,NA,pretty happy,male,age 60-79
1983,less than high school,yes,76,NA,very happy,male,age 60-79
1983,bachelor's,NA,32,moderately satisfied,pretty happy,female,age 20-39
1983,less than high school,yes,82,very satisfied,pretty happy,female,age 80-100
1983,less than high school,yes,28,a little dissatisfied,pretty happy,female,age 20-39
1983,high school,NA,36,a little dissatisfied,pretty happy,male,age 20-39
1983,high school,NA,50,very satisfied,very happy,female,age 40-59
1983,less than high school,no,60,very satisfied,pretty happy,female,age 60-79
1983,high school,NA,54,very satisfied,pretty happy,female,age 40-59
1983,high school,NA,24,a little dissatisfied,not too happy,male,age 20-39
1983,bachelor's,NA,41,very satisfied,not too happy,female,age 40-59
1983,high school,NA,43,very satisfied,pretty happy,male,age 40-59
1983,bachelor's,yes,64,NA,pretty happy,female,age 60-79
1983,high school,NA,59,very satisfied,not too happy,male,age 40-59
1983,high school,NA,60,very satisfied,pretty happy,female,age 60-79
1983,graduate,NA,53,moderately satisfied,pretty happy,male,age 40-59
1983,high school,NA,64,moderately satisfied,pretty happy,male,age 60-79
1983,less than high school,no,19,NA,pretty happy,male,age 1-19
1983,high school,NA,58,very satisfied,pretty happy,female,age 40-59
1983,less than high school,NA,30,a little dissatisfied,not too happy,male,age 20-39
1983,high school,yes,44,very satisfied,very happy,female,age 40-59
1983,less than high school,yes,79,moderately satisfied,pretty happy,female,age 60-79
1983,high school,NA,37,moderately satisfied,very happy,female,age 20-39
1983,bachelor's,NA,30,moderately satisfied,pretty happy,male,age 20-39
1983,high school,yes,35,NA,very happy,female,age 20-39
1983,less than high school,yes,79,moderately satisfied,pretty happy,female,age 60-79
1983,high school,yes,63,NA,not too happy,male,age 60-79
1983,high school,NA,37,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,60,moderately satisfied,very happy,male,age 60-79
1983,bachelor's,NA,24,moderately satisfied,pretty happy,male,age 20-39
1983,high school,NA,29,very dissatisfied,not too happy,female,age 20-39
1983,bachelor's,NA,33,moderately satisfied,not too happy,female,age 20-39
1983,high school,yes,62,very satisfied,pretty happy,female,age 60-79
1983,bachelor's,NA,35,a little dissatisfied,pretty happy,female,age 20-39
1983,less than high school,yes,23,very satisfied,pretty happy,female,age 20-39
1983,high school,NA,33,very satisfied,pretty happy,male,age 20-39
1983,bachelor's,NA,26,very satisfied,pretty happy,female,age 20-39
1983,high school,NA,55,very satisfied,pretty happy,female,age 40-59
1983,high school,yes,40,very satisfied,pretty happy,female,age 40-59
1983,bachelor's,NA,28,very satisfied,very happy,male,age 20-39
1983,high school,NA,36,moderately satisfied,pretty happy,female,age 20-39
1983,high school,yes,72,NA,very happy,male,age 60-79
1983,high school,NA,51,very satisfied,very happy,female,age 40-59
1983,bachelor's,NA,23,a little dissatisfied,very happy,male,age 20-39
1983,bachelor's,NA,31,very dissatisfied,pretty happy,female,age 20-39
1983,bachelor's,NA,68,very satisfied,pretty happy,female,age 60-79
1983,high school,NA,59,very satisfied,pretty happy,female,age 40-59
1983,high school,NA,46,very satisfied,pretty happy,female,age 40-59
1983,bachelor's,NA,30,very satisfied,very happy,male,age 20-39
1983,associate/junior college,yes,45,moderately satisfied,very happy,female,age 40-59
1983,graduate,NA,54,very satisfied,pretty happy,male,age 40-59
1983,bachelor's,NA,24,very satisfied,pretty happy,female,age 20-39
1983,high school,yes,81,moderately satisfied,pretty happy,female,age 80-100
1983,high school,yes,43,very satisfied,very happy,female,age 40-59
1983,high school,NA,58,very satisfied,very happy,male,age 40-59
1983,less than high school,NA,67,very satisfied,pretty happy,female,age 60-79
1983,less than high school,yes,56,NA,pretty happy,male,age 40-59
